,prediction
0,-0.6675061555870343
1,-0.17282683806115529
2,-1.942940905384603
3,-1.5113590918044792
4,-0.4589606815716252
5,-0.7402701127502951
6,-1.0021264812385198
7,-0.25526415103377076
8,0.360624543071026
9,-0.10495875178457936
10,0.13270400618057465
11,-0.6917686060842243
12,-1.2737144396087388
13,-0.274679933936568
14,-0.2649714105282328
15,-0.11463684675254626
16,0.14724788756575435
17,-0.5317265180201503
18,-0.7159994388730411
19,-0.1049489363504108
20,-0.31832131293049315
21,-0.9487859567270789
22,-0.05157672271889169
23,0.9135100271887495
24,0.2054269437721814
25,0.3266666810668539
26,-0.07097522282492719
27,0.21999836646136828
28,-0.08062533510383219
29,0.15695586428046227
30,0.14241294786916114
31,-2.6316405397483322
32,0.3363884874415817
33,0.874693272067816
34,0.6273874377657194
35,0.43339027609908953
36,-0.7839282279601321
37,-0.7839282279601321
38,-0.7839282279601321
39,-0.04663436366536189
40,0.2927306118363049
41,0.5449336905730888
42,0.6031292579136789
43,0.04056316951755434
44,0.8019813388527837
45,0.9135219237505225
46,0.714684338789084
47,0.2636405842786189
48,1.0104940146557055
49,1.0590040242823306
50,0.5157832903787494
51,0.5206934829329839
52,0.287899056020251
53,0.39944240734621417
54,0.6710285501321778
55,0.6128216718279873
56,0.6952748137555318
57,0.8019503726100083
58,-3.08260180077923
59,-2.937170524870453
60,-2.3407046291977167
61,-2.5298107982525835
62,-1.559858340100618
63,-2.420656052127015
64,-2.5492106873789453
65,-2.7576939261052758
66,-1.1089534569400712
67,-2.43765902186351
68,-2.8256220613693586
69,-2.6752834403450834
70,-1.4677310123443021
71,-1.8265683105419157
72,-2.420656052127015
73,-2.728501418030646
74,-1.6374944008421153
75,-0.3037552614841843
76,-0.7305411584529793
77,-2.0059037103201263
78,-0.6482071811697097
79,0.0745104842208093
80,-1.7974964057575562
81,-2.4570475504078786
82,-1.0894291091099149
83,-0.939090981548361
84,-1.44828837231762
85,-2.398852310841903
86,-2.3988592713867547
87,-2.364922472224862
88,-0.8033013611493516
89,-0.03224332864192547
90,-0.6771486919024028
91,-0.18370059522567317
92,-0.18370059522567317
93,-0.18370059522567317
94,-0.18370059522567317
95,-0.14373600391991204
96,0.18606512191763613
97,-0.10010906560637522
98,0.42368552755215205
99,0.4867450450256001
100,0.3994399153452832
101,-1.5064998752059182
102,-0.8566427655459847
103,-0.15829423209652305
104,-0.6190021563088521
105,-0.42500188139092643
106,-0.7256714119721437
107,-0.4977596556855133
108,-1.074844514398137
109,-0.6286865891161142
110,0.6468380382284522
111,-0.47838080964720575
112,-0.5705040150714922
113,-0.6723380123003153
114,-1.0069726674555568
115,-0.6092481944506289
116,-0.5705080881816684
117,-0.27951890813710634
118,-0.856630420894362
119,-0.3328561912931036
120,-0.6723257742269197
121,-0.5801994143985212
122,1.2480717345461017
123,-0.7983934346193564
124,-0.19223324925405905
125,-0.02733407323830761
126,0.6467792023613583
127,-0.8080904398229904
128,-0.017578353217686526
129,-0.47354161816474516
130,-1.9186346911883447
131,-1.9186346911883447
132,-1.9186346911883447
133,-1.9186346911883447
134,-1.9186346911883447
135,-0.9888139431423042
136,-1.9186346911883447
137,-0.9888139431423042
138,-1.0846954642038327
139,-0.47354161816474516
140,-1.9186346911883447
141,-0.9888139431423042
142,-0.42069483632803895
143,-0.3667741033277707
144,-0.5268838374759071
145,0.29758637385384645
146,-0.10004717213450931
147,-0.12433361727744341
148,-0.41046328785887454
149,0.19581906421808526
150,0.14241347383358516
151,0.14241910169948824
152,-0.5802085003233515
153,-0.14856797018728685
154,-0.11463157786783995
155,-1.8993390846517286
156,-0.638419806244201
157,-0.3765128043014556
158,-0.06614357993385056
159,0.0987524649099214
160,0.47703377655125223
161,0.8407717487862101
162,0.11817341030109674
163,0.5012837225949625
164,0.5012954928824911
165,0.21030028114910237
166,0.42853898032626603
167,-1.962384190701414
168,-1.7441530275827972
169,-1.957549922146427
170,-1.753857380419504
171,-1.3949740088137332
172,-1.7441293053125264
173,-0.9439413014915772
174,-0.5656677789593232
175,-0.8566398126276908
176,-1.4143940451176604
177,-0.6384075680398382
178,-0.3522767113900045
179,-1.0941868370282464
180,-0.4978077939013019
181,-0.8469483071094146
182,-0.7838431267737178
183,-0.1631323715992039
184,-0.1097815987013746
185,0.08422020368743688
186,-1.3901243124782923
187,-1.933279749333451
188,-0.9293837762161274
189,-0.38623139766423265
190,-0.2067660076863831
191,0.07450951276405249
192,-0.7984376272870577
193,0.09870912579935975
194,0.370322476272122
195,1.2433139863132965
196,0.27823195220844354
197,0.31218569190241396
198,0.4576488612801768
199,0.20064909548091237
200,0.7826680669822963
201,0.9183412051352207
202,1.0056135130726034
203,1.5826939958933508
204,-0.5559572055426543
205,-1.0215338566049468
206,-1.0603131945972564
207,-0.3716773364430992
208,-0.3425744546984788
209,-0.4444148402981227
210,-0.10009801483829506
211,0.5352380412368802
212,-0.12918593708309345
213,-0.6238426227209857
214,-0.38135701944702305
215,-0.38624135981081054
216,-0.14373250613425625
217,0.20549976619076915
218,0.11817935075669084
219,-0.6335346460982691
220,-0.32796593026432674
221,-0.8857165595254628
222,-1.1088278575698496
223,-1.8556576173723442
224,-0.7935978001860349
225,0.045408872814732604
226,0.21999838809279026
227,-0.46382537501631305
228,0.17635498804884264
229,-1.6083576049131807
230,-1.6083593664952787
231,-2.112723542493768
232,-1.8847945085653919
233,-1.2931239648969495
234,-1.6229108470724896
235,-1.2058204527274938
236,-1.1912719448009739
237,-0.9730397969178739
238,-4.193232728372095
239,-3.533693697878334
240,-3.606451169041975
241,-2.3988856698633754
242,-2.893534966009611
243,-2.3988624781923136
244,-0.6335456341766985
245,-1.2931174354234827
246,-0.5074526273456286
247,-2.583159574351157
248,-2.3988782908272697
249,-2.1612231773979147
250,-2.2727759168628836
251,-0.06126572510402184
252,0.6176809911194141
253,-3.000226647905947
254,-2.6413443348938017
255,-2.1418435234954813
256,-2.2824790628656046
257,-2.0545405493503495
258,-2.3503721971428604
259,-2.030281144157925
260,-1.2980209646339063
261,-0.08554879059374798
262,-2.7819303838696214
263,-2.107898684378597
264,-1.5356067340326263
265,0.3072741142823361
266,-2.4425074040627806
267,-1.97695708223182
268,-2.5928590992843965
269,-2.3406329806311987
270,-2.3940104349239846
271,-1.9769634258918813
272,-0.7742417207846302
273,0.14727936642884742
274,-1.8556934105290566
275,-2.1418061885487987
276,-1.5356134644753183
277,-1.084593225903518
278,0.4236844530896633
279,-0.61415385989676
280,0.574033758333826
281,0.1714983343372296
282,-0.39106962002006185
283,-0.15343253043465666
284,-0.03703621267413837
285,-2.9953799155337038
286,-2.7286448279046454
287,-2.1563875190913677
288,-0.19223611501365667
289,-2.7092341094539734
290,-2.3842902595279156
291,-2.141842931690917
292,-1.5986535033516702
293,-1.254378178738989
294,-0.7499398742620542
295,0.00661199585738359
296,-1.3173673190449335
297,0.37034403520374326
298,-1.3464676366202184
299,-1.3319307763522374
300,-0.10008246189318015
301,-0.33286849161413556
302,0.21515488513978198
303,-0.3959135700188199
304,-2.7286463694254053
305,-2.7819942849091603
306,0.08420844651845982
307,-0.8033386157621862
308,-0.1388825077410729
309,0.24424309869209537
310,0.1472490702290088
311,-0.2310279030316451
312,-1.952673814535956
313,-1.4773943616019096
314,-1.4725670981642907
315,-1.5889657347652246
316,-0.2989177753424883
317,0.680719803822285
318,-2.75286260987923
319,-2.7528988158373977
320,-2.161231241785572
321,-1.6083653963869438
322,-0.051587545953225344
323,0.1617922452642233
324,-2.340655285217508
325,-2.0739329569696565
326,-1.6083642575285921
327,-0.9439489194119233
328,-1.6568720698269317
329,-1.7150394005220733
330,-1.744170630336157
331,-1.5695827490490046
332,-1.1039811720038415
333,-0.2504255978328729
334,-0.2989445742641692
335,-0.7208513622172177
336,-0.3377187911537476
337,0.2248493380830041
338,0.25394594766839873
339,0.6904278020301717
340,0.07450878384406678
341,-0.12917672684125137
342,-0.012790555345418397
343,-0.8711920507921604
344,-0.23587626599692157
345,-0.40075909090592177
346,-0.6578016335079155
347,0.20059019961990998
348,-0.26497431246752967
349,0.8359133554549771
350,-2.088461365608964
351,-2.0545539085942437
352,-1.6956626151950331
353,-1.59380552690709
354,-0.4977570670671412
355,0.8116332386707654
356,-1.113691963852034
357,-1.1185318949865177
358,-0.7596535612246953
359,-0.5365602107794984
360,-0.30377392490299826
361,-1.6423009857717261
362,0.3072911778544949
363,-0.26496800195309334
364,-0.03702365698700305
365,-0.6820415704569314
366,0.5255317284609191
367,0.7049712319931132
368,0.7631657991005341
369,0.3945943331636954
370,0.24909784796182066
371,0.3654940375017759
372,0.9280656038681627
373,-0.585058579879842
374,-0.5850555157958297
375,-0.5656650206728955
376,-0.37652108463589684
377,-1.0942772749367577
378,-1.157322650335118
379,-0.4735095631403965
380,0.06964891682582675
381,-0.8372430503404757
382,-0.5753582260804251
383,-0.6917545769319986
384,-0.987585502120055
385,-0.7741933750712633
386,0.05509242546395399
387,0.36063939175073756
388,-1.0263806944694807
