,prediction
0,1.0880883734583062
1,-0.11925394929238488
2,0.47248695197672846
3,-2.3001054967116175
4,0.8208505470787065
5,0.7397247783563281
6,-2.037639774374511
7,-0.9448279486436482
8,-1.5461130579977473
9,-0.6537296020515841
10,1.9661555172769907
11,-0.5201106888617842
12,0.1766165013421717
13,0.1957049175121431
14,-2.343054433094053
15,0.7826737147387638
16,1.2312514947330917
17,0.9783299804809706
18,-0.28150548673714193
19,0.05254179623735768
20,-2.090132918841932
21,-0.7367642123909591
22,-0.5057943767343059
23,0.3340959347444358
24,-1.1548005265133334
25,0.5917895530390497
26,0.7922179228237495
27,0.6628939032721932
28,-1.8372114045898114
29,-0.05721659673997787
30,-0.33399863120456325
31,-0.8135950874750947
32,-0.8374556076875588
33,0.6729153217614282
34,-1.0354979254510122
35,1.0499115411183633
36,-0.21660487175923912
37,-0.4184648727566867
38,-0.5248827929042774
39,-0.8398416597088052
40,-0.8732463880062553
41,1.3839588240928629
42,0.665757165697689
43,0.24819806197956462
44,1.1548978300532062
45,0.7158642581438638
46,-0.015699291570290194
47,-0.036696549357258544
48,-0.815981139496341
49,0.5297522004866427
50,-0.2910496948221276
51,0.41999380750930715
52,-2.389343842306234
53,0.25153853480930943
54,-2.6484690918135954
55,1.1596699340956989
56,-0.9543721567286337
57,-0.5201106888617842
58,-1.6797319711875471
59,1.3648704079228915
60,-2.9109348141507025
61,1.064227853245842
62,-0.30059390290711335
63,1.0737720613308277
64,0.11457914878976468
65,-1.374794522872254
66,-0.4819338565218414
67,1.1372410450959827
68,0.1766165013421717
69,-1.0593584456634764
70,-0.1574307816323277
71,-1.1500284224708406
72,0.520207992401657
73,0.3250289370636993
74,0.3818169751693643
75,0.5392964085716284
76,-1.3533200546810362
77,-1.4124941448079473
78,0.6299663853789925
79,-0.21135555731249714
80,0.503505628252932
81,1.2331603363500887
82,1.6082477140900269
83,0.1336675649597361
84,-0.10970974120739917
85,-0.2958217988646204
86,-1.8257583548878284
87,1.0737720613308277
88,0.3340959347444358
89,-1.1023073820459124
90,-0.20515182205725627
91,-0.19560761397227056
92,-1.4077220407654545
93,0.8160784430362137
94,-0.5916922494991772
95,-0.48670596056433457
96,-1.2359262952357117
97,-2.004235046077061
98,0.6920037379313996
99,-0.10493763716490642
100,-0.1908355099297778
101,-1.135712110343362
102,1.641652442387477
103,1.1548978300532062
104,-0.5344270009892629
105,1.732322419194841
106,0.6251942813364997
107,0.7368615159308324
108,0.2386538538945789
109,0.8685715875036351
110,-0.26718917460966324
111,-0.787348515241384
112,-0.06198870078247083
113,1.4555403847302557
114,-1.011637405238548
115,0.25153853480930943
116,0.7635852985687924
117,-0.6594561269025758
118,-1.0307258214085193
119,-0.7109948505614985
120,0.009592859854922094
121,-0.8350695556663125
122,-1.240698399278205
123,0.9735578764384779
124,-1.1738889426833048
125,1.1692141421806845
126,0.3865890792118571
127,-2.0457523512467493
128,1.8182202919597121
129,-0.6585017060940769
130,1.6273361302599982
131,-0.18129130184479209
132,0.45817063984925
133,1.064227853245842
134,-0.5773759373716985
135,0.004820755812429133
136,0.30546331048947867
137,0.5555215623161042
138,-0.23855655035470613
139,-0.620324873754134
140,0.24342595793707164
141,1.670285066642434
142,0.520207992401657
143,0.5392964085716284
144,0.10980704474727193
145,0.5264117276568977
146,2.204760719401633
147,0.27778510704302023
148,1.703689794939884
149,0.9415847793537757
150,0.5249800964441499
151,1.8420808121721766
152,0.8637994834611422
153,0.1527559811297075
154,0.5631569287840926
155,1.1119488936707707
156,0.5058916802741784
157,1.44599617664527
158,-1.7035924914000113
159,-0.014267660357542285
160,0.38038534395661644
161,-1.4124941448079473
162,0.835166859206185
163,-0.01522208116604075
164,0.0033891245996812234
165,0.2816027902770145
166,-1.0641305497059694
167,-1.6573030821878305
168,1.350554095795413
169,-1.4668961308923658
170,-0.7253111626889771
171,0.5932211842517976
172,-0.76348799502892
173,0.9783299804809706
174,0.9162926279285636
175,-1.5513623724444894
176,0.9496973562260135
177,0.31500751857446435
178,0.22433754176710025
179,0.3402996699996764
180,-0.30059390290711335
181,-2.6484690918135954
182,0.059699952301097016
183,1.4116370275393213
184,-1.2893738605116327
185,-1.2454705033206976
186,1.980471829404469
187,-0.753943786943934
188,-2.037639774374511
189,1.1119488936707707
190,-0.3578591514170274
191,0.6915265275271504
192,0.4772590560192214
193,0.520207992401657
194,0.3675006630418859
195,-1.2626500778736727
196,0.32932383070194304
197,-0.567831729286713
198,-0.2242402382272277
199,0.9306089400560421
200,-0.020948606017032176
201,2.0950023264242974
202,1.2598841189880488
203,-0.8646566007297682
204,-0.1707926729513077
205,1.7275503151523481
206,0.3598652965738973
207,0.42476591155179994
208,0.5965616570815425
209,0.7540410904838066
210,1.4364519685602843
211,-0.6250969777966272
212,-0.45330123226688446
213,0.6729153217614282
214,-0.4036713502249588
215,-1.674959867145054
216,1.636880338344984
217,0.47248695197672846
218,-1.281738494043644
219,-0.2485779688439413
220,-2.74582001428045
221,0.10980704474727193
222,-0.6441853939665987
223,0.3388680387869287
224,0.91199773429032
225,-0.06676080482496358
226,-0.29009527401362895
227,0.48680326410420716
228,0.5058916802741784
229,-0.7253111626889771
230,1.2455678068605702
231,0.9019763158010851
232,-0.5296548969467701
233,1.4841730089852128
234,-0.7491716829014412
235,-0.3817196716294918
236,0.6108779692090212
237,0.835166859206185
238,1.1119488936707707
239,1.1214931017557561
240,1.1692141421806845
241,1.0499115411183633
242,0.42094822831780565
243,-0.4752529108623517
244,-0.11925394929238488
245,-0.35070099535328825
246,0.20715796721412597
247,-0.25764496652467755
248,-0.4962501686493201
249,1.7514108353648123
250,0.20524912559712882
251,1.2407957028180774
252,0.39136118325435004
253,1.861169228342148
254,-1.097535278003419
255,0.8733436915461279
256,-0.2624170705671705
257,0.6442826975064712
258,-0.49959064147906534
259,-1.894476653099725
260,-1.5699735782102113
261,-1.832439300547318
262,-2.0185513582045393
263,-0.7768498863478998
264,0.07640231644982184
265,-0.15265867758983495
266,-0.5153385848192915
267,0.3245517266594501
268,-1.875388236929754
269,1.1024046855857845
270,-0.16697498971731342
271,0.12889546091724335
272,-2.553981431772238
273,0.493484209763697
274,-0.4723896484368559
275,-0.7157669546039912
276,1.9756997253619764
277,1.1692141421806845
278,0.7492689864413138
279,0.45817063984925
280,0.5870174489965568
281,0.3436401428294215
282,0.13557640657673325
283,-0.07630501290994929
284,-0.45330123226688446
285,0.3102354145319716
286,-0.7491716829014412
287,0.6251942813364997
288,-1.0035248283663099
289,-1.3313683760855688
290,-0.6441853939665987
291,-0.46284544035187
292,1.7051214261526317
293,-1.0650849705144678
294,-0.728174425114473
295,0.30546331048947867
296,-0.033356076527513705
297,-2.9157069181931954
298,1.2598841189880488
299,-2.521531124283286
300,-0.13070699899436772
301,0.8399389632486779
302,0.8160784430362137
303,-1.6415551388476044
304,-0.7587158909864268
305,-0.5458800506912458
306,-0.45330123226688446
307,0.3531843509144072
308,-0.07153290886745654
309,0.8399389632486779
310,-0.45282402186263526
311,0.41999380750930715
312,-0.6775901222640484
